time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-11-06T04:11:23.370Z,33.5026667,-116.7996667,2.87,1.8,ml,67,28,0.009695,0.2,ci,ci38350984,2018-11-06T14:20:07.751Z,"9km NE of Aguanga, CA",earthquake,0.18,0.56,0.157,26,reviewed,ci,ci
2018-11-06T04:10:25.464Z,59.8865,-140.8992,6,1.7,ml,,,,0.79,ak,ak20333088,2018-11-06T04:17:18.807Z,"76km WNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-06T04:09:04.890Z,34.1258333,-117.7813333,5.84,0.88,ml,22,146,0.03609,0.14,ci,ci38350976,2018-11-06T16:40:26.970Z,"3km NNW of La Verne, CA",earthquake,0.28,0.46,0.114,9,reviewed,ci,ci
2018-11-06T04:08:23.956Z,61.2915,-147.3968,19.1,1.5,ml,,,,0.94,ak,ak20333086,2018-11-06T04:13:57.649Z,"59km WNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-06T04:02:41.510Z,19.4021664,-155.2788391,0.08,1.91,ml,22,46,0.008354,0.15,hv,hv70675611,2018-11-06T04:08:22.260Z,"5km SW of Volcano, Hawaii",earthquake,0.16,0.18,0.23,14,automatic,hv,hv
2018-11-06T04:02:08.136Z,57.9594,-152.9889,61.4,2,ml,,,,0.71,ak,ak20333084,2018-11-06T04:07:25.872Z,"31km NW of Kodiak Station, Alaska",earthquake,,1.2,,,automatic,ak,ak
2018-11-06T03:57:52.530Z,31.1658,-103.2905,3.25,2.2,ml,,55,0.246,0.52,us,us2000i7ac,2018-11-06T04:19:47.040Z,"34km SE of Pecos, Texas",earthquake,1.3,4.4,0.081,20,reviewed,us,us
2018-11-06T03:48:38.327Z,63.0657,-148.467,6.9,1.7,ml,,,,0.88,ak,ak20333081,2018-11-06T03:52:03.347Z,"43km SE of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-06T03:40:32.930Z,35.9945,-117.6931667,2.58,1.41,ml,19,60,0.05803,0.1,ci,ci38350968,2018-11-06T14:20:30.466Z,"20km ENE of Little Lake, CA",earthquake,0.18,0.21,0.193,20,reviewed,ci,ci
2018-11-06T03:37:04.920Z,33.4958333,-116.4446667,5.14,0.41,ml,21,96,0.09478,0.2,ci,ci38350960,2018-11-06T14:20:29.753Z,"22km ESE of Anza, CA",earthquake,0.34,1.84,0.204,10,reviewed,ci,ci
2018-11-06T03:34:47.450Z,33.4933333,-116.7958333,3.71,0.66,ml,27,47,0.01936,0.17,ci,ci38350952,2018-11-06T03:38:35.001Z,"8km NE of Aguanga, CA",earthquake,0.21,0.56,0.076,21,automatic,ci,ci
2018-11-06T03:34:16.550Z,33.4943333,-116.7926667,3.44,0.31,ml,18,61,0.0191,0.13,ci,ci38350944,2018-11-06T03:38:02.306Z,"9km NE of Aguanga, CA",earthquake,0.26,0.68,0.146,9,automatic,ci,ci
2018-11-06T03:28:55.840Z,33.495,-116.8063333,4.14,0.11,ml,14,103,0.01803,0.26,ci,ci38350936,2018-11-06T03:32:43.764Z,"8km NE of Aguanga, CA",earthquake,0.62,1.18,0.143,3,automatic,ci,ci
2018-11-06T03:27:50.270Z,18.9793,-64.904,39,2.96,md,4,343,1.2624,0.31,pr,pr2018310002,2018-11-06T09:31:22.437Z,"69km NNW of Road Town, British Virgin Islands",earthquake,5.97,23.02,0.29,3,reviewed,pr,pr
2018-11-06T03:18:42.550Z,-2.9371,119.5135,25.21,4.4,mb,,112,2.076,0.95,us,us2000i7a7,2018-11-06T03:33:35.040Z,"15km E of Mamasa, Indonesia",earthquake,6.9,5.1,0.149,13,reviewed,us,us
2018-11-06T03:12:32.340Z,33.4838333,-116.7943333,3.01,1.69,ml,67,36,0.0289,0.21,ci,ci38350912,2018-11-06T03:23:13.300Z,"8km NE of Aguanga, CA",earthquake,0.18,0.59,0.116,26,automatic,ci,ci
2018-11-06T03:07:50.234Z,64.8587,-148.6955,4.5,1.8,ml,,,,0.68,ak,ak20333051,2018-11-06T03:12:17.519Z,"32km W of Ester, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-06T02:49:13.896Z,37.1516,-116.6096,7.6,0.3,ml,22,138.85,0.09,0.2347,nn,nn00664384,2018-11-06T14:12:56.000Z,"30km NNE of Beatty, Nevada",earthquake,,1.8,0.73,15,reviewed,nn,nn
2018-11-06T02:42:41.610Z,38.8291664,-122.7908325,1.87,1.76,md,20,69,0.009237,0.04,nc,nc73107281,2018-11-06T05:08:02.947Z,"6km W of Cobb, CA",earthquake,0.27,0.44,0.08,5,automatic,nc,nc
2018-11-06T02:09:49.190Z,3.4854,125.4114,10,5.3,mb,,82,3.329,0.83,us,us2000i79k,2018-11-06T02:26:58.040Z,"212km S of Sarangani, Philippines",earthquake,6.8,1.9,0.075,60,reviewed,us,us
2018-11-06T02:03:11.295Z,63.1187,-151.4792,0,1.3,ml,,,,0.36,ak,ak20333017,2018-11-06T02:10:18.206Z,"112km NW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-11-06T01:31:54.630Z,36.016,-117.7965,1.76,0.1,ml,9,126,0.02694,0.05,ci,ci38350880,2018-11-06T16:18:56.526Z,"13km NE of Little Lake, CA",earthquake,0.2,0.19,0.215,6,reviewed,ci,ci
2018-11-06T01:28:03.790Z,18.506,-67.5253,7,2.14,md,3,184,0.4159,0.08,pr,pr2018310001,2018-11-06T03:12:27.995Z,"34km WNW of Rincon, Puerto Rico",earthquake,0.62,1.09,0.39,2,reviewed,pr,pr
2018-11-06T01:17:20.100Z,42.5172,43.6048,10,4.9,mb,,34,1.586,0.97,us,us2000i79c,2018-11-06T01:29:21.040Z,"15km ESE of Oni, Georgia",earthquake,6,0.8,0.062,82,reviewed,us,us
2018-11-06T01:07:19.755Z,60.6151,-152.5748,107.7,1.4,ml,,,,0.44,ak,ak20332992,2018-11-06T01:13:09.716Z,"17km NNE of Redoubt Volcano, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-11-06T01:00:13.670Z,-8.4712,116.5212,10,4.6,mb,,51,2.343,0.57,us,us2000i79h,2018-11-06T05:06:07.707Z,"4km WNW of Montongkemong, Indonesia",earthquake,8.5,1.8,0.164,11,reviewed,us,us
2018-11-06T00:58:54.074Z,65.013,-148.8232,18.6,0.8,ml,,,,0.29,ak,ak20332989,2018-11-06T01:01:47.797Z,"42km WNW of Ester, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-06T00:51:10.200Z,18.0596,-67.8871,185,3.17,md,8,219,0.6714,0.29,pr,pr2018310000,2018-11-06T03:12:17.626Z,"73km WSW of Stella, Puerto Rico",earthquake,4.97,1.84,0.35,6,reviewed,pr,pr
2018-11-06T00:50:05.954Z,63.9829,-148.8313,8.2,1.6,ml,,,,0.57,ak,ak20332983,2018-11-06T00:54:36.593Z,"15km NNE of Healy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-06T00:48:42.600Z,36.0391655,-120.6119995,-0.72,1.74,md,14,106,0.03224,0.13,nc,nc73107276,2018-11-06T03:59:02.555Z,"23km NW of Parkfield, CA",earthquake,0.58,2.68,0.28,6,automatic,nc,nc
2018-11-06T00:44:16.810Z,33.0285,-116.5578333,14.81,0.82,ml,24,61,0.06206,0.23,ci,ci38350872,2018-11-06T00:48:01.520Z,"7km SE of Julian, CA",earthquake,0.41,0.74,0.151,14,automatic,ci,ci
2018-11-06T00:29:59.300Z,33.036,-116.562,16.36,0.94,ml,24,113,0.05388,0.18,ci,ci38350856,2018-11-06T00:33:46.023Z,"6km SE of Julian, CA",earthquake,0.35,0.66,0.146,18,automatic,ci,ci
2018-11-06T00:28:17.880Z,33.0465,-116.5571667,17.69,0.8,ml,15,166,0.04829,0.19,ci,ci38350848,2018-11-06T00:31:56.857Z,"6km SE of Julian, CA",earthquake,0.49,0.94,0.159,14,automatic,ci,ci
2018-11-06T00:25:20.660Z,19.8486667,-155.534,24.23,2.23,ml,34,101,0.0909,0.12,hv,hv70675416,2018-11-06T01:00:37.810Z,"24km SE of Waimea, Hawaii",earthquake,0.4,0.83,0.193,15,reviewed,hv,hv
2018-11-06T00:20:26.202Z,58.2038,-155.3765,3.9,0.3,ml,,,,0.61,ak,ak20332977,2018-11-06T00:40:14.027Z,"92km SE of King Salmon, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-11-06T00:07:06.026Z,64.9909,-147.2685,4.8,1.3,ml,,,,0.62,ak,ak20332965,2018-11-06T00:11:59.674Z,"24km NNE of Badger, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-11-05T23:58:54.407Z,39.7509,-120.1106,12.3,0.6,ml,5,206.36,0.184,0.1431,nn,nn00664383,2018-11-06T02:05:41.163Z,"13km NW of Cold Springs, Nevada",earthquake,,5.4,0.32,4,reviewed,nn,nn
2018-11-05T23:45:52.820Z,40.2185,-121.5496667,1.15,1.58,md,12,135,0.07478,0.06,nc,nc73107271,2018-11-06T16:50:04.046Z,"15km S of Mineral, CA",earthquake,0.35,31.61,0.109,13,reviewed,nc,nc
2018-11-05T23:42:39.525Z,60.0957,-141.5105,0,1.6,ml,,,,1.31,ak,ak20332962,2018-11-05T23:45:35.552Z,"51km E of Cape Yakataga, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-11-05T23:36:59.210Z,33.9871667,-116.9195,8.86,0.9,ml,15,183,0.1044,0.22,ci,ci38350832,2018-11-05T23:40:49.039Z,"8km NNW of Banning, CA",earthquake,0.61,2.1,0.276,20,automatic,ci,ci
2018-11-05T23:30:20.750Z,33.4943333,-116.8035,3.77,0.5,ml,15,157,0.0899,0.17,ci,ci38350824,2018-11-06T14:22:56.288Z,"8km NE of Aguanga, CA",earthquake,0.45,0.94,0.079,13,reviewed,ci,ci
2018-11-05T22:47:47.740Z,38.8375015,-122.8294983,1.1,0.46,md,12,91,0.004801,0.05,nc,nc73107266,2018-11-05T23:02:01.896Z,"9km NW of The Geysers, CA",earthquake,0.28,0.65,,1,automatic,nc,nc
2018-11-05T22:36:45.339Z,62.3698,-151.2975,78.6,1.6,ml,,,,0.55,ak,ak20332949,2018-11-05T22:40:16.820Z,"61km W of Talkeetna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-11-05T22:35:10.228Z,62.4891,-151.609,95.6,1.8,ml,,,,0.48,ak,ak20332947,2018-11-05T22:38:36.376Z,"79km WNW of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-11-05T22:33:24.936Z,38.3857,-118.9045,8.5,1.5,ml,16,66.68,0.13,0.1669,nn,nn00664363,2018-11-06T02:05:38.198Z,"28km WSW of Hawthorne, Nevada",earthquake,,2,0.33,7,reviewed,nn,nn
2018-11-05T22:29:03.292Z,61.8528,-157.6758,14.6,1.4,ml,,,,0.51,ak,ak20332943,2018-11-05T22:33:25.468Z,"116km ESE of Holy Cross, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-11-05T22:25:03.460Z,33.4848333,-116.795,4.03,0.38,ml,14,72,0.0937,0.16,ci,ci38350792,2018-11-05T22:28:51.612Z,"8km NE of Aguanga, CA",earthquake,0.34,0.93,0.086,9,automatic,ci,ci
2018-11-05T22:24:52.477Z,64.2776,-148.5497,5.9,1.2,ml,,,,0.63,ak,ak20332941,2018-11-05T22:29:34.530Z,"43km SE of North Nenana, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-11-05T22:22:31.860Z,39.2651,-114.9805,0.6,1.9,ml,8,76.57,0.254,0.4983,nn,nn00664352,2018-11-06T02:05:35.503Z,"8km WNW of Ely, Nevada",explosion,,7.3,0.04,2,reviewed,nn,nn
2018-11-05T22:20:47.752Z,60.426,-140.3282,1,1.8,ml,,,,0.83,ak,ak20332938,2018-11-05T22:25:13.520Z,"103km NNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-05T22:16:21.217Z,63.6151,-149.6107,0,1.3,ml,,,,0.46,ak,ak20332936,2018-11-05T22:21:22.507Z,"41km SW of Healy, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-11-05T22:06:37.892Z,60.1932,-151.5671,50.1,1.5,ml,,,,0.44,ak,ak20332930,2018-11-05T22:15:01.269Z,"24km SW of Cohoe, Alaska",earthquake,,1.2,,,automatic,ak,ak
2018-11-05T22:05:12.090Z,36.0235,-117.7745,1.52,0.94,ml,10,90,0.007682,0.07,ci,ci38350784,2018-11-06T14:23:12.887Z,"15km NE of Little Lake, CA",earthquake,0.17,0.18,0.183,12,reviewed,ci,ci
2018-11-05T21:46:29.080Z,37.6336667,-118.9158333,3.5,0.31,md,7,85,0.01277,0.05,nc,nc73107261,2018-11-05T22:02:26.576Z,"6km E of Mammoth Lakes, CA",earthquake,0.46,0.77,0.133,5,reviewed,nc,nc
2018-11-05T21:41:00.420Z,18.6556,-64.2905,45,3.33,md,5,346,1.6407,0.23,pr,pr2018309006,2018-11-06T01:10:56.040Z,"40km ENE of Road Town, British Virgin Islands",earthquake,4.86,14.3,0.04,5,reviewed,pr,pr
2018-11-05T21:40:34.810Z,34.0866667,-117.1981667,2.81,1.15,ml,30,83,0.0386,0.26,ci,ci38350760,2018-11-05T21:44:24.904Z,"4km NNW of Redlands, CA",earthquake,0.37,0.61,0.201,28,automatic,ci,ci
2018-11-05T21:23:43.880Z,36.0233333,-117.774,1.61,1.05,ml,12,65,0.007328,0.09,ci,ci38350736,2018-11-05T21:27:20.672Z,"15km NE of Little Lake, CA",earthquake,0.19,0.2,0.211,16,automatic,ci,ci
2018-11-05T21:15:45.843Z,62.2257,-151.1544,84.4,1.5,ml,,,,0.44,ak,ak20332921,2018-11-05T21:18:32.306Z,"55km W of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-11-05T21:05:11.280Z,-38.3106,-93.6487,10,4.9,mb,,72,15.887,0.55,us,us2000i76e,2018-11-05T23:05:27.040Z,"West Chile Rise",earthquake,10.7,1.9,0.042,173,reviewed,us,us
2018-11-05T21:04:12.100Z,33.5053333,-116.7965,4.54,0.26,ml,16,201,0.00772,0.1,ci,ci38350728,2018-11-05T22:04:50.202Z,"9km NE of Aguanga, CA",earthquake,0.29,0.18,0.015,1,reviewed,ci,ci
2018-11-05T21:02:21.560Z,19.4063339,-155.281662,0.33,1.86,md,10,99,0.0115,0.11,hv,hv70675251,2018-11-05T21:05:40.310Z,"5km WSW of Volcano, Hawaii",earthquake,0.2,0.2,0.15,5,automatic,hv,hv
2018-11-05T21:01:27.977Z,62.7236,-148.3193,11.2,1.4,ml,,,,0.9,ak,ak20332918,2018-11-05T21:05:50.359Z,"81km SSE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-05T20:49:46.634Z,37.0129,-116.1976,5.1,-0.3,ml,15,80.57,0.025,0.1453,nn,nn00664337,2018-11-06T02:05:31.460Z,"51km ENE of Beatty, Nevada",earthquake,,1.2,0.25,7,reviewed,nn,nn
2018-11-05T20:48:26.782Z,61.8425,-157.732,3.2,1.5,ml,,,,1.01,ak,ak20332913,2018-11-05T20:54:58.510Z,"113km ESE of Holy Cross, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-05T20:36:29.992Z,60.365,-141.2506,15,0.9,ml,,,,0.72,ak,ak20332910,2018-11-05T21:33:44.585Z,"73km ENE of Cape Yakataga, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-11-05T20:32:09.500Z,34.7109,46.1835,10,4.2,mb,,162,0.555,1.09,us,us2000i75n,2018-11-06T00:25:23.040Z,"31km WSW of Javanrud, Iran",earthquake,6.8,2,0.1,28,reviewed,us,us
2018-11-05T20:28:47.850Z,36.0218333,-117.776,1.96,0.2,ml,7,125,0.009336,0.06,ci,ci38350704,2018-11-05T21:54:54.760Z,"15km NE of Little Lake, CA",earthquake,0.24,0.19,0.248,2,reviewed,ci,ci
2018-11-05T20:28:08.996Z,59.5108,-137.1952,0,2.5,ml,,,,1.08,ak,ak20332904,2018-11-05T20:33:25.033Z,"104km WNW of Haines, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-11-05T20:25:35.670Z,49.2821,-129.3748,10,4.3,mb,,165,1.578,1.35,us,us2000i755,2018-11-06T13:43:02.170Z,"210km SW of Port Hardy, Canada",earthquake,7.8,2,0.04,180,reviewed,us,us
2018-11-05T20:25:21.540Z,36.0196667,-117.7746667,1.32,1.7,ml,22,64,0.009421,0.17,ci,ci38350696,2018-11-05T20:29:07.451Z,"15km NE of Little Lake, CA",earthquake,0.25,0.29,0.155,25,automatic,ci,ci
2018-11-05T20:18:05.228Z,59.8207,-136.7619,3.7,1.6,ml,,,,0.84,ak,ak20332903,2018-11-05T20:21:13.247Z,"91km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-11-05T20:14:48.285Z,39.3871,-119.8669,3.8,1.3,ml,25,45.93,0.079,0.1371,nn,nn00664323,2018-11-06T02:05:29.517Z,"14km SSE of Mogul, Nevada",earthquake,,1.2,0.22,9,reviewed,nn,nn
2018-11-05T20:00:00.480Z,33.3363333,-117.1705,6.12,0.69,ml,18,109,0.04627,0.3,ci,ci38350672,2018-11-05T20:03:44.775Z,"9km ESE of Fallbrook, CA",earthquake,0.79,1.14,0.127,7,automatic,ci,ci
2018-11-05T19:56:17.000Z,34.9903333,-118.19,-0.8,1.47,ml,12,100,0.1157,0.19,ci,ci38350664,2018-11-05T21:52:29.957Z,"7km SSW of Mojave, CA",quarry blast,0.42,31.61,0.13,14,reviewed,ci,ci
2018-11-05T19:54:26.220Z,-49.6364,163.8276,10,4.5,mb,,131,3.967,0.85,us,us2000i74i,2018-11-05T23:46:21.040Z,"203km NW of Auckland Island, New Zealand",earthquake,12.2,1.9,0.163,11,reviewed,us,us
2018-11-05T19:52:07.350Z,33.9893333,-116.9271667,6.44,1.57,ml,54,50,0.08102,0.17,ci,ci38350648,2018-11-05T19:55:54.247Z,"8km NE of Beaumont, CA",earthquake,0.17,0.62,0.191,27,automatic,ci,ci
2018-11-05T19:49:49.660Z,37.6046667,-118.8883333,1.94,0.39,md,13,161,0.02266,0.05,nc,nc73107206,2018-11-05T20:30:02.387Z,"9km ESE of Mammoth Lakes, CA",earthquake,0.59,0.4,0.125,11,reviewed,nc,nc
2018-11-05T19:48:36.020Z,19.9181,95.4792,10,4.5,mb,,162,1.686,0.62,us,us2000i74f,2018-11-06T10:21:09.471Z,"13km SW of Taungdwingyi, Burma",earthquake,4.5,1.8,0.272,4,reviewed,us,us
2018-11-05T19:39:38.560Z,13.0555,-90.3506,35,4.4,mb,,157,1.257,1.16,us,us2000i74a,2018-11-05T23:06:28.040Z,"82km SW of Acajutla, El Salvador",earthquake,8,2,0.074,53,reviewed,us,us
2018-11-05T19:29:22.430Z,33.0413333,-116.438,6.24,0.95,ml,26,86,0.1397,0.23,ci,ci38350608,2018-11-05T19:33:05.717Z,"16km ESE of Julian, CA",earthquake,0.37,1.36,0.162,24,automatic,ci,ci
2018-11-05T19:26:36.626Z,63.4982,-151.1031,5.1,1.3,ml,,,,1.32,ak,ak20332899,2018-11-05T19:32:52.063Z,"108km W of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-05T19:25:52.360Z,33.0425,-116.4395,6.36,0.76,ml,20,86,0.03472,0.16,ci,ci38350600,2018-11-05T20:54:23.324Z,"16km ESE of Julian, CA",earthquake,0.23,0.47,0.119,10,reviewed,ci,ci
2018-11-05T19:20:10.600Z,33.5126667,-116.7923333,3.38,0.86,ml,32,39,0.006704,0.16,ci,ci38350592,2018-11-05T21:57:56.080Z,"10km NE of Aguanga, CA",earthquake,0.19,0.5,0.143,27,reviewed,ci,ci
2018-11-05T19:13:55.274Z,36.7268,-116.3096,7.7,-0.2,ml,17,80.93,0.053,0.0998,nn,nn00664312,2018-11-06T02:05:20.889Z,"44km ESE of Beatty, Nevada",earthquake,,0.9,0.25,8,reviewed,nn,nn
2018-11-05T19:08:47.220Z,36.0176667,-117.7736667,1.78,1.02,ml,10,75,0.01015,0.06,ci,ci38350584,2018-11-05T19:12:22.000Z,"15km NE of Little Lake, CA",earthquake,0.18,0.2,0.404,4,automatic,ci,ci
2018-11-05T19:04:08.720Z,36.021,-117.7735,2.36,0.75,ml,8,123,0.007891,0.05,ci,ci38350576,2018-11-05T21:43:36.904Z,"15km NE of Little Lake, CA",earthquake,0.17,0.11,0.226,3,reviewed,ci,ci
2018-11-05T18:40:28.160Z,33.4943333,-116.7971667,4.4,0.42,ml,20,60,0.08674,0.18,ci,ci38350552,2018-11-05T21:57:53.157Z,"8km NE of Aguanga, CA",earthquake,0.34,0.8,0.14,12,reviewed,ci,ci
2018-11-05T18:35:53.560Z,-2.9044,119.4727,10,5.2,mww,,40,2.114,0.73,us,us2000i73d,2018-11-05T22:47:03.707Z,"11km ENE of Mamasa, Indonesia",earthquake,3.8,1.8,0.071,19,reviewed,us,us
2018-11-05T18:28:28.810Z,38.7546654,-122.7143326,0.17,0.89,md,6,177,0.0179,0.04,nc,nc73107186,2018-11-05T18:30:04.096Z,"3km SW of Anderson Springs, CA",earthquake,0.69,0.98,0.1,3,automatic,nc,nc
2018-11-05T18:28:18.000Z,35.7108333,-118.0748333,4.2,0.45,ml,13,119,0.1373,0.15,ci,ci38350504,2018-11-05T20:59:42.659Z,"25km WNW of Inyokern, CA",earthquake,0.36,0.88,0.075,5,reviewed,ci,ci
2018-11-05T18:28:12.300Z,33.503,-116.786,0.97,0.41,ml,12,105,0.0152,0.18,ci,ci38350496,2018-11-05T18:31:52.844Z,"10km NE of Aguanga, CA",earthquake,0.43,0.54,0.086,9,automatic,ci,ci
2018-11-05T18:26:38.599Z,65.5825,-149.8485,1.1,1.2,ml,,,,1.03,ak,ak20332449,2018-11-05T18:47:30.012Z,"74km NNE of Manley Hot Springs, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-05T18:14:47.730Z,33.5851667,-116.6075,14.32,0.52,ml,19,43,0.01614,0.14,ci,ci38350480,2018-11-05T18:18:32.764Z,"7km ENE of Anza, CA",earthquake,0.35,0.58,0.168,11,automatic,ci,ci
2018-11-05T18:11:21.370Z,36.443,-89.5278333,6.74,2.18,md,31,43,0.05978,0.14,nm,nm60217852,2018-11-05T19:06:08.510Z,"8km NW of Tiptonville, Tennessee",earthquake,0.27,0.94,0.061,23,reviewed,nm,nm
2018-11-05T18:00:59.570Z,33.8146667,-117.4883333,2.24,1.65,ml,48,47,0.05512,0.2,ci,ci38350456,2018-11-05T18:11:44.610Z,"8km SSE of Home Gardens, CA",earthquake,0.27,0.66,0.216,30,automatic,ci,ci
2018-11-05T17:53:37.010Z,33.5076667,-116.7913333,6.72,0.85,ml,34,42,0.008874,0.18,ci,ci38350424,2018-11-05T21:59:02.170Z,"10km NE of Aguanga, CA",earthquake,0.23,0.67,0.071,23,reviewed,ci,ci
2018-11-05T17:45:45.070Z,33.8685,-116.6226667,14.84,1.13,ml,44,37,0.07488,0.2,ci,ci38350392,2018-11-05T21:59:07.230Z,"8km WSW of Garnet, CA",earthquake,0.26,0.44,0.209,27,reviewed,ci,ci
2018-11-05T17:43:22.060Z,33.2561667,-116.3826667,11.74,0.76,ml,19,98,0.03129,0.19,ci,ci38350384,2018-11-05T17:47:05.363Z,"1km W of Borrego Springs, CA",earthquake,0.46,0.67,0.102,15,automatic,ci,ci
2018-11-05T17:42:38.215Z,64.847,-149.5037,15.1,1.3,ml,,,,0.78,ak,ak20332441,2018-11-05T17:50:02.517Z,"35km NNW of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-05T17:41:12.190Z,36.0171667,-117.7683333,-0.12,0.61,ml,16,61,0.008404,0.18,ci,ci38350376,2018-11-06T16:37:37.841Z,"15km NE of Little Lake, CA",earthquake,0.23,31.61,0.103,5,reviewed,ci,ci
2018-11-05T16:51:45.720Z,36.7688332,-121.484169,5.71,2.18,md,26,83,0.03005,0.09,nc,nc73107171,2018-11-05T18:20:03.456Z,"10km SSE of San Juan Bautista, CA",earthquake,0.3,0.56,0.15,28,automatic,nc,nc
